activities_q1,eventropy_k_block_ratio_3,log,n_unique_start_activities,ratio_top_5_variants,skewness_variant_occurrence,start_activities_q1,target_similarity,trace_len_kurtosis_hist,trace_len_variance
,2.177,genEL3102_nan_291_656_nan_nan_nan_97_nan,7.0,,,,0.965343676475189,5.074893959882912,
,,genEL3102_nan_nan_433_nan_758_nan_nan_24981,3.0,,7.374630124409407,,0.9964132323500172,,9.1875
,,genEL3102_nan_nan_nan_008_nan_20955_97_nan,,0.0025,,190.0,0.9733216661149182,-1.8333333333333333,
,,genEL3102_nan_nan_nan_038_nan_27906_nan_5551,,0.15347638288978682,,261.25,0.9225352285533683,,9.1875
1292.0,,genEL3103_14305_nan_nan_046_nan_nan_259_nan,,0.12337515966639116,,,0.879598724959052,-1.8333333333333333,
10.5,,genEL3103_1678_nan_989_015_nan_nan_nan_nan,4.0,0.008278145695364239,,,0.949333729861435,,
,1.958,genEL3103_nan_146_10_nan_758_nan_nan_nan,3.0,,7.374630124409407,,0.9747448589326262,,
,1.994,genEL3103_nan_291_656_nan_nan_nan_1148_nan,7.0,,,,0.9567221865064199,5.088894728458262,
,,genEL3103_nan_nan_433_nan_959_10_nan_nan,4.0,,11.104539624303817,70.75,0.9917249535733966,,
,,genEL3103_nan_nan_nan_008_nan_20955_1148_nan,,0.0013424695846734722,,1050.0,0.9710658450434547,-1.8333333333333333,
,,genEL3103_nan_nan_nan_038_nan_27906_nan_8327,,0.18815533416596475,,1885.0,0.9305846802852293,,9.1875
161.5,,genEL3104_14305_nan_nan_046_nan_nan_437_nan,,0.11190476190476191,,,0.8813595407264029,-1.8333333333333333,
12.0,,genEL3104_1678_nan_989_023_nan_nan_nan_nan,10.0,0.0258732212160414,,,0.9304996227419162,,
,1.536,genEL3104_nan_146_10_nan_959_nan_nan_nan,2.0,,13.312304160937563,,0.976401310864602,,
,1.994,genEL3104_nan_291_656_nan_nan_nan_1326_nan,7.0,,,,0.9566798289112272,5.088894728458262,
,,genEL3104_nan_nan_433_nan_959_3576_nan_nan,4.0,,11.104539624303817,70.75,0.9918020084628131,,
,,genEL3104_nan_nan_nan_008_nan_20955_1326_nan,,0.0029411764705882353,,535.0,0.9727089013204496,-1.8333333333333333,
,,genEL3104_nan_nan_nan_038_nan_27906_nan_11103,,0.03163913595933926,,268.5,0.8806588744328798,,9.1875
4780.0,,genEL3105_14305_nan_nan_046_nan_nan_615_nan,,0.0029411764705882353,,,0.820949109119757,-1.8333333333333333,
32.25,,genEL3105_1678_nan_989_031_nan_nan_nan_nan,10.0,0.010242269056529446,,,0.8979181446821985,,
,1.536,genEL3105_nan_146_10_nan_1161_nan_nan_nan,2.0,,13.312304160937563,,0.9870502644204036,,
,2.177,genEL3105_nan_291_656_nan_nan_nan_1504_nan,7.0,,,,0.9652166036896108,5.074893959882912,
,,genEL3105_nan_nan_433_nan_959_7052_nan_nan,4.0,,11.104539624303817,70.75,0.9918790633522296,,
,,genEL3105_nan_nan_nan_008_nan_20955_1504_nan,,0.012701664532650448,,209.0,0.9767066658624507,-1.8333333333333333,
,,genEL3105_nan_nan_nan_038_nan_27906_nan_13878,,0.030191317612661285,,2212.0,0.875679435523164,,9.1875
4780.0,,genEL3106_14305_nan_nan_046_nan_nan_792_nan,,0.0029411764705882353,,,0.8209069894885822,-1.8333333333333333,
21.0,,genEL3106_1678_nan_989_038_nan_nan_nan_nan,2.0,0.027985074626865673,,,0.8769907869505582,,
,1.673,genEL3106_nan_146_10_nan_1362_nan_nan_nan,2.0,,13.619936594008662,,0.9896011891823663,,
,1.994,genEL3106_nan_291_656_nan_nan_nan_nan_00,7.0,,,,0.9562905443431384,,71.82980773757777
,,genEL3106_nan_nan_433_nan_959_10527_nan_nan,2.0,,9.05436582714667,159.0,0.9960959375100032,,
,,genEL3106_nan_nan_nan_008_nan_20955_nan_00,,0.015723392929017515,,137.25,0.9779022735390989,,9.1875
,,genEL3106_nan_nan_nan_038_nan_27906_nan_16654,,0.15347638288978682,,261.25,0.921632939332738,,9.1875
89.0,,genEL3107_14305_nan_nan_046_nan_nan_97_nan,,0.061015831134564644,,,0.8637439029452109,-1.8333333333333333,
17.5,,genEL3107_1678_nan_989_046_nan_nan_nan_nan,10.0,0.030729166666666665,,,0.8539404997078511,,
,1.744,genEL3107_nan_146_10_nan_1563_nan_nan_nan,1.0,,1.4935378057831277,,0.9121613951663367,,
,2.446,genEL3107_nan_291_656_nan_nan_nan_nan_2776,7.0,,,,0.9780631061814048,,28.00323996690572
,,genEL3107_nan_nan_433_nan_959_14003_nan_nan,2.0,,9.7573746733959,956.0,0.9963476029289989,,
,,genEL3107_nan_nan_nan_008_nan_20955_nan_2776,,0.014285714285714285,,236.75,0.9774369759440907,,9.1875
,,genEL3107_nan_nan_nan_038_nan_27906_nan_1943,,0.15347638288978682,,261.25,0.9214073467112421,,9.1875
4780.0,,genEL3108_14305_nan_nan_046_nan_nan_1148_nan,,0.0029411764705882353,,,0.8208222742981967,-1.8333333333333333,
89.0,,genEL3108_1678_nan_989_054_nan_nan_nan_nan,2.0,0.061015831134564644,,,0.8334608314391877,,
,1.994,genEL3108_nan_291_656_nan_nan_nan_nan_5551,7.0,,,,0.9567416483207768,,71.82980773757777
,,genEL3108_nan_nan_433_nan_959_17479_nan_nan,6.0,,15.626774041584346,168.5,0.9674726936210134,,
,,genEL3108_nan_nan_nan_008_nan_20955_nan_5551,,0.09168825991628463,,678.25,0.9946089603384691,,9.1875
,,genEL3108_nan_nan_nan_038_nan_27906_nan_22205,,0.029981875710379996,,292.25,0.8791871424129793,,9.1875
4780.0,,genEL3109_14305_nan_nan_046_nan_nan_1326_nan,,0.0029411764705882353,,,0.820779916703004,-1.8333333333333333,
5.0,,genEL3109_1678_nan_989_061_nan_nan_nan_nan,8.0,0.020833333333333332,,,0.7987640280210474,,
,1.994,genEL3109_nan_291_656_nan_nan_nan_nan_8327,7.0,,,,0.9567813026884616,,71.82980773757777
,,genEL3109_nan_nan_110_nan_nan_27906_nan_13878,10.0,,,137.25,0.9982199607049752,,9.1875
,,genEL3109_nan_nan_433_nan_959_20955_nan_nan,2.0,,9.05436582714667,159.0,0.9961029868353296,,
,,genEL3109_nan_nan_nan_008_nan_20955_nan_8327,,0.18815533416596475,,1885.0,0.9588963517448584,,9.1875
,,genEL3109_nan_nan_nan_038_nan_27906_nan_24981,,0.15347638288978682,,261.25,0.9209562427336038,,9.1875
85.25,2.444,genEL310_10_243_110_nan_nan_nan_nan_nan,9.0,,,,0.9980934270506953,,
4780.0,,genEL310_14305_nan_10_nan_nan_nan_615_nan,3.0,,,,0.9755862114854558,-1.8333333333333333,
1080.0,,genEL310_6413_nan_nan_069_nan_nan_nan_nan,,0.1238336499894448,,,0.7034502732902039,,
,2.833,genEL310_nan_291_989_nan_nan_nan_nan_nan,14.0,,,,0.9920417745888513,,
,2.177,genEL310_nan_437_433_nan_nan_nan_nan_16654,7.0,,,,0.8960075170575372,,156.93464313837381
,,genEL310_nan_nan_767_00_nan_nan_nan_00,3.0,0.0,,,0.9979987697996466,,9.1875
,,genEL310_nan_nan_767_061_nan_nan_1326_nan,3.0,0.0029411764705882353,,,0.7912316722816135,-1.8333333333333333,
,,genEL310_nan_nan_878_nan_nan_20955_nan_00,3.0,,,535.0,0.9968940640896881,,0.0
,,genEL310_nan_nan_nan_054_nan_31382_nan_nan,,0.062157221206581355,,325.5,0.7561638260885447,,
,,genEL310_nan_nan_nan_nan_1563_14003_nan_00,,,15.626774041584346,168.5,0.9998452195679091,,9.1875
4780.0,,genEL3110_14305_nan_nan_046_nan_nan_1504_nan,,0.0029411764705882353,,,0.8207375591078112,-1.8333333333333333,
1080.0,,genEL3110_1678_nan_989_069_nan_nan_nan_nan,7.0,0.1238336499894448,,,0.8008690029079127,,
,1.253,genEL3110_nan_146_10_nan_nan_7052_nan_nan,4.0,,,70.75,0.9890572250305496,,
,1.994,genEL3110_nan_291_656_nan_nan_nan_nan_11103,7.0,,,,0.9565557100669657,,71.82980773757777
,,genEL3110_nan_nan_110_nan_nan_27906_nan_16654,10.0,,,137.25,0.9979943680834792,,9.1875
,,genEL3110_nan_nan_433_nan_959_2443_nan_nan,2.0,,9.05436582714667,159.0,0.9960259541136028,,
,,genEL3110_nan_nan_nan_038_nan_31382_-097_nan,,0.0014285714285714286,,325.5,0.8711877718804439,-1.8333333333333333,
4780.0,,genEL3111_14305_nan_nan_046_nan_nan_nan_00,,0.0029411764705882353,,,0.8210644211838222,,9.1875
21.0,,genEL3111_1678_nan_989_nan_154_nan_nan_nan,2.0,,5.917303355059154,,0.9736476655924311,,
,2.177,genEL3111_nan_291_656_nan_nan_nan_nan_13878,7.0,,,,0.9653062030075097,,156.93464313837381
,,genEL3111_nan_nan_110_nan_nan_27906_nan_1943,10.0,,,137.25,0.9977687754619833,,9.1875
,,genEL3111_nan_nan_433_nan_959_27906_nan_nan,4.0,,10.596099220113524,347.25,0.994408787104335,,
,,genEL3111_nan_nan_nan_038_nan_31382_081_nan,,0.23806594488188976,,419.0,0.9514270489216465,-1.8333333333333333,
8282.0,,genEL3112_14305_nan_nan_046_nan_nan_nan_2776,,0.03910665451230629,,,0.8156177298122949,,9.1875
161.5,,genEL3112_1678_nan_989_nan_355_nan_nan_nan,8.0,,8.664992331226573,,0.9715250108251023,,
,1.446,genEL3112_nan_146_10_nan_nan_17479_nan_nan,1.0,,,167.0,0.9993263788146326,,
,,genEL3112_nan_nan_110_nan_nan_27906_nan_22205,10.0,,,137.25,0.9975432641058408,,9.1875
,,genEL3112_nan_nan_433_nan_959_31382_nan_nan,2.0,,9.05436582714667,159.0,0.9958718443347698,,
,,genEL3112_nan_nan_nan_038_nan_31382_259_nan,,0.008250985212379982,,7895.0,0.8566437728735022,-1.8333333333333333,
8282.0,,genEL3113_14305_nan_nan_046_nan_nan_nan_5551,,0.03910665451230629,,,0.8153922184561524,,9.1875
3034.0,,genEL3113_1678_nan_989_nan_557_nan_nan_nan,2.0,,5.533119320847971,,0.9813252877509132,,
,1.942,genEL3113_nan_146_10_nan_nan_27906_nan_nan,1.0,,,105.0,0.9770168683678564,,
,,genEL3113_nan_nan_110_nan_nan_27906_nan_24981,6.0,,,261.25,0.995942385820192,,9.1875
,,genEL3113_nan_nan_433_nan_959_nan_-097_nan,2.0,,9.05436582714667,,0.9961945002799092,-1.8333333333333333,
,,genEL3113_nan_nan_nan_038_nan_31382_437_nan,,0.03951313107087181,,593.5,0.8834205368618796,-1.8333333333333333,
1900.5,,genEL3114_14305_nan_nan_046_nan_nan_nan_8327,,0.18815533416596475,,,0.8980654428215203,,9.1875
89.0,,genEL3114_1678_nan_989_nan_758_nan_nan_nan,2.0,,9.05436582714667,,0.9886081151747227,,
,,genEL3114_nan_nan_110_nan_nan_31382_-097_nan,10.0,,,310.5,0.9995595548460104,-1.8333333333333333,
,,genEL3114_nan_nan_433_nan_959_nan_081_nan,5.0,,11.753221823901828,,0.9882567110160638,-1.8333333333333333,
,,genEL3114_nan_nan_nan_038_nan_31382_615_nan,,0.0029411764705882353,,535.0,0.8710684199112317,-1.8333333333333333,
8738.0,,genEL3115_14305_nan_nan_046_nan_nan_nan_11103,,0.04669437098602191,,,0.8152208461180133,,9.1875
89.0,,genEL3115_1678_nan_989_nan_959_nan_nan_nan,2.0,,9.05436582714667,,0.9935568823964704,,
,1.828,genEL3115_nan_146_10_nan_nan_nan_081_nan,1.0,,,,0.9826765561301035,3.78306024673354,
,,genEL3115_nan_nan_110_nan_nan_31382_081_nan,5.0,,,358.0,0.9973639138000538,-1.8333333333333333,
,,genEL3115_nan_nan_433_nan_959_nan_259_nan,4.0,,11.104539624303817,,0.9917743137918255,-1.8333333333333333,
,,genEL3115_nan_nan_nan_038_nan_31382_792_nan,,0.15347638288978682,,261.25,0.9226025208591749,-1.8333333333333333,
143.25,,genEL3116_14305_nan_nan_046_nan_nan_nan_13878,,0.0365093499554764,,,0.8549014139467578,,9.1875
289.0,,genEL3116_1678_nan_989_nan_1161_nan_nan_nan,2.0,,13.288032685664337,,0.9865252031395507,,
,,genEL3116_nan_nan_110_nan_nan_31382_259_nan,6.0,,,261.25,0.9977154987673235,-1.8333333333333333,
,,genEL3116_nan_nan_433_nan_959_nan_437_nan,2.0,,16.247516153879786,,0.9637943399249996,-1.8333333333333333,
,,genEL3116_nan_nan_nan_038_nan_31382_97_nan,,0.15347638288978682,,261.25,0.9225601632639822,-1.8333333333333333,
145.5,,genEL3117_14305_nan_nan_046_nan_nan_nan_16654,,0.07294617563739376,,,0.8670579456175804,,9.1875
289.0,,genEL3117_1678_nan_989_nan_1362_nan_nan_nan,2.0,,13.288032685664337,,0.9936213356258635,,
,,genEL3117_nan_nan_110_nan_nan_31382_437_nan,2.0,,,593.5,0.9955195257547265,-1.8333333333333333,
,,genEL3117_nan_nan_433_nan_959_nan_615_nan,2.0,,9.7573746733959,,0.9979664452982496,-1.8333333333333333,
,,genEL3117_nan_nan_nan_038_nan_31382_1148_nan,,0.0029411764705882353,,535.0,0.8709415850896715,-1.8333333333333333,
3916.0,,genEL3118_14305_nan_nan_046_nan_nan_nan_1943,,0.03921250988650766,,,0.8363318197084224,,9.1875
89.0,,genEL3118_1678_nan_989_nan_1563_nan_nan_nan,2.0,,9.05436582714667,,0.9617154569127866,,
,1.813,genEL3118_nan_146_10_nan_nan_nan_nan_00,1.0,,,,0.9581877580859317,,3108.677923939162
,,genEL3118_nan_nan_110_nan_nan_31382_615_nan,3.0,,,535.0,0.9960193903984366,-1.8333333333333333,
,,genEL3118_nan_nan_433_nan_959_nan_792_nan,2.0,,9.7573746733959,,0.9979243256670748,-1.8333333333333333,
,,genEL3118_nan_nan_nan_038_nan_31382_1326_nan,,0.15347638288978682,,261.25,0.9224754480735967,-1.8333333333333333,
1616.75,,genEL3119_14305_nan_nan_046_nan_nan_nan_22205,,0.050483478673548084,,,0.8515423247279824,,9.1875
89.0,,genEL3119_1678_nan_989_nan_1765_nan_nan_nan,2.0,,9.05436582714667,,0.951066503356985,,
,,genEL3119_nan_nan_110_nan_nan_31382_792_nan,3.0,,,535.0,0.9959772707672617,-1.8333333333333333,
,,genEL3119_nan_nan_433_nan_959_nan_97_nan,2.0,,9.7573746733959,,0.997881968071882,-1.8333333333333333,
,,genEL3119_nan_nan_nan_038_nan_31382_1504_nan,,0.0029411764705882353,,535.0,0.870856869899286,-1.8333333333333333,
2.0,2.217,genEL311_10_243_nan_00_nan_nan_nan_nan,,0.0,,,0.9900090185505945,,
4780.0,,genEL311_14305_nan_10_nan_nan_nan_792_nan,3.0,,,,0.9755440918542809,-1.8333333333333333,
54.5,,genEL311_6413_nan_nan_nan_154_nan_nan_nan,,,1.6991441710542114,,0.9986686537878866,,
89.0,2.19,genEL311_7992_34_nan_nan_1161_nan_nan_nan,,,9.05436582714667,,0.9297538793685716,,
,2.914,genEL311_nan_291_110_nan_nan_nan_nan_nan,3.0,,,,0.994768210998315,,
,2.672,genEL311_nan_437_433_nan_nan_nan_nan_1943,5.0,,,,0.9200464414724813,,185.56719848081661
,,genEL311_nan_nan_767_00_nan_nan_nan_2776,2.0,0.0,,,0.9975099610112006,,9.1875
,,genEL311_nan_nan_767_061_nan_nan_1504_nan,8.0,0.11190476190476191,,,0.8300421877545542,-1.8333333333333333,
,,genEL311_nan_nan_878_nan_nan_20955_nan_2776,4.0,,,433.25,0.9975216066834136,,29.05881956956866
,,genEL311_nan_nan_nan_054_nan_nan_615_nan,,0.05,,,0.7499629172738715,5.1111111111111125,
,,genEL311_nan_nan_nan_nan_1563_14003_nan_2776,,,25.937453268013453,930.75,0.9437578149113629,,9.1875
6960.75,,genEL3120_14305_nan_nan_046_nan_nan_nan_24981,,0.027657847153031476,,,0.8165863022162074,,9.1875
89.0,,genEL3120_1678_nan_989_nan_1966_nan_nan_nan,2.0,,9.05436582714667,,0.9404702673930437,,
,1.813,genEL3120_nan_146_10_nan_nan_nan_nan_5551,1.0,,,,0.9586388620635701,,3108.677923939162
,,genEL3120_nan_nan_433_nan_959_nan_1148_nan,2.0,,9.7573746733959,,0.9978396104766893,-1.8333333333333333,
,,genEL3120_nan_nan_nan_038_nan_31382_nan_00,,0.23806594488188976,,419.0,0.9514152882001335,,9.1875
2629.0,,genEL3121_14305_nan_nan_054_154_nan_nan_nan,,0.09069085920937772,7.374630124409407,,0.8038705275097747,,
7.25,,genEL3121_1678_nan_989_nan_nan_10_nan_nan,8.0,,,1.75,0.9991705446719273,,
,,genEL3121_nan_nan_433_nan_959_nan_1326_nan,2.0,,9.7573746733959,,0.9977972528814966,-1.8333333333333333,
,,genEL3121_nan_nan_nan_038_nan_31382_nan_2776,,0.032722513089005235,,916.25,0.8803920276037474,,9.1875
261.0,,genEL3122_14305_nan_nan_054_355_nan_nan_nan,,0.044929285960676094,16.807689200470104,,0.7611220627982959,,
54.5,,genEL3122_1678_nan_989_nan_nan_3576_nan_nan,2.0,,,43.5,0.9965375510477334,,
,1.711,genEL3122_nan_146_10_nan_nan_nan_nan_24981,1.0,,,,0.9857379347612953,,556.7798786847309
,,genEL3122_nan_nan_433_nan_959_nan_1504_nan,2.0,,9.7573746733959,,0.9977548952863038,-1.8333333333333333,
,,genEL3122_nan_nan_nan_038_nan_31382_nan_5551,,0.15347638288978682,,261.25,0.9224581736639519,,9.1875
3034.0,,genEL3123_14305_nan_nan_054_557_nan_nan_nan,,0.01815177883026765,5.533119320847971,,0.8077180202737857,,
363.0,,genEL3123_1678_nan_989_nan_nan_7052_nan_nan,4.0,,,70.75,0.9958225451369962,,
,2.152,genEL3123_nan_146_211_00_nan_nan_nan_nan,2.0,0.0657439446366782,,,0.9451501653797734,,
,,genEL3123_nan_nan_433_nan_959_nan_nan_00,4.0,,11.104539624303817,,0.9918049106655051,,9.1875
,,genEL3123_nan_nan_nan_038_nan_31382_nan_8327,,0.06867885918915462,,1107.0,0.891748124638904,,9.1875
2629.0,,genEL3124_14305_nan_nan_054_758_nan_nan_nan,,0.09069085920937772,7.374630124409407,,0.8335466319370972,,
3570.0,,genEL3124_1678_nan_989_nan_nan_10527_nan_nan,10.0,,,137.25,0.9819536576956941,,
,2.152,genEL3124_nan_146_211_008_nan_nan_nan_nan,2.0,0.0657439446366782,,,0.9626630528877177,,
,,genEL3124_nan_nan_433_nan_959_nan_nan_2776,4.0,,13.80734806565942,,0.9774800879023606,,9.1875
,,genEL3124_nan_nan_nan_038_nan_31382_nan_11103,,0.07848031059345535,,2690.0,0.8913472137452856,,9.1875
143.0,,genEL3125_14305_nan_nan_054_959_nan_nan_nan,,0.2770611329220415,4.058515289984736,,0.8814041035581577,,
3570.0,,genEL3125_1678_nan_989_nan_nan_14003_nan_nan,10.0,,,137.25,0.9820183873496343,,
,1.484,genEL3125_nan_146_211_015_nan_nan_nan_nan,2.0,0.7527541051756391,,,0.7938110415323604,,
,,genEL3125_nan_nan_433_nan_959_nan_nan_5551,4.0,,11.104539624303817,,0.9915031317750421,,9.1875
,,genEL3125_nan_nan_nan_038_nan_31382_nan_13878,,0.0014285714285714286,,325.5,0.8701551780741408,,9.1875
289.0,,genEL3126_14305_nan_nan_054_1161_nan_nan_nan,,0.0021608097350164905,13.288032685664337,,0.807478830527984,,
3570.0,,genEL3126_1678_nan_989_nan_nan_17479_nan_nan,10.0,,,137.25,0.9819413324602178,,
,1.462,genEL3126_nan_146_211_023_nan_nan_nan_nan,2.0,0.2815533980582524,,,0.9823256864037507,,
,,genEL3126_nan_nan_433_nan_959_nan_nan_8327,4.0,,11.104539624303817,,0.9912775391535462,,9.1875
,,genEL3126_nan_nan_nan_038_nan_31382_nan_16654,,0.018365847685903193,,318.0,0.8757071895387443,,9.1875
289.0,,genEL3127_14305_nan_nan_054_1362_nan_nan_nan,,0.0021608097350164905,13.288032685664337,,0.8145749630142968,,
3570.0,,genEL3127_1678_nan_989_nan_nan_20955_nan_nan,10.0,,,137.25,0.9818642775708013,,
,1.709,genEL3127_nan_146_211_031_nan_nan_nan_nan,2.0,0.32098765432098764,,,0.984543624058484,,
,,genEL3127_nan_nan_433_nan_959_nan_nan_11103,4.0,,11.104539624303817,,0.9910519465320502,,9.1875
,,genEL3127_nan_nan_nan_038_nan_31382_nan_1943,,0.021645340000980538,,527.25,0.8761332115867166,,9.1875
2629.0,,genEL3128_14305_nan_nan_054_1563_nan_nan_nan,,0.09069085920937772,7.374630124409407,,0.7911089704894722,,
3570.0,,genEL3128_1678_nan_989_nan_nan_2443_nan_nan,10.0,,,137.25,0.9817872448490745,,
,2.268,genEL3128_nan_146_211_038_nan_nan_nan_nan,2.0,0.34627046694966646,,,0.95060107127924,,
,,genEL3128_nan_nan_433_nan_959_nan_nan_13878,4.0,,11.104539624303817,,0.9908264351759078,,9.1875
,,genEL3128_nan_nan_nan_038_nan_31382_nan_22205,,0.02777166134537047,,314.0,0.8784642089837457,,9.1875
2384.0,,genEL3129_14305_nan_nan_054_1765_nan_nan_nan,,0.20253465975235474,17.756136237238923,,0.8733481828284049,,
3570.0,,genEL3129_1678_nan_989_nan_nan_27906_nan_nan,10.0,,,137.25,0.9817101899596581,,
,1.473,genEL3129_nan_146_211_046_nan_nan_nan_nan,1.0,0.4326424870466321,,,0.9896273324634464,,
,,genEL3129_nan_nan_433_nan_959_nan_nan_16654,2.0,,9.05436582714667,,0.9949363138521101,,9.1875
,,genEL3129_nan_nan_nan_008_nan_2443_nan_8327,,0.004233372730203073,,1777.25,0.9702288082946481,,9.1875
,,genEL3129_nan_nan_nan_038_nan_31382_nan_24981,,0.15808954163212127,,315.0,0.922562209214623,,9.1875
10.25,2.395,genEL312_10_243_nan_008_nan_nan_nan_nan,,0.3047619047619048,,,0.9218628142823639,,
1900.5,,genEL312_14305_nan_322_nan_1966_nan_nan_nan,3.0,,18.868625105229196,,0.9868689519824426,,
54.5,,genEL312_6413_nan_nan_nan_355_nan_nan_nan,,,1.6991441710542114,,0.9852912090789543,,
89.0,2.19,genEL312_7992_34_nan_nan_1362_nan_nan_nan,,,9.05436582714667,,0.9191576434046305,,
,2.39,genEL312_nan_291_nan_00_nan_nan_nan_nan,,0.0,,,0.9634317862165963,,
,2.287,genEL312_nan_437_433_nan_nan_nan_nan_22205,8.0,,,,0.9007921025494454,,226.7244786572502
,,genEL312_nan_nan_767_061_nan_nan_nan_00,3.0,0.0029411764705882353,,,0.7915161767624317,,9.1875
,,genEL312_nan_nan_878_nan_nan_20955_nan_5551,2.0,,,159.0,0.9970106603163608,,45.63465882606046
,,genEL312_nan_nan_nan_054_nan_nan_792_nan,,0.6894687353079455,,,0.9236393859915728,5.088894728458262,
,,genEL312_nan_nan_nan_nan_1563_14003_nan_5551,,,15.626774041584346,168.5,0.9995434406774462,,9.1875
6224.0,,genEL3130_14305_nan_nan_054_1966_nan_nan_nan,,0.09299109843574453,19.619258277428337,,0.8170560076928008,,
3570.0,,genEL3130_1678_nan_989_nan_nan_31382_nan_nan,10.0,,,137.25,0.9816331350702415,,
,1.536,genEL3130_nan_146_211_054_nan_nan_nan_nan,2.0,0.6749816581071166,,,0.9504794351265697,,
,,genEL3130_nan_nan_433_nan_959_nan_nan_1943,4.0,,10.596099220113524,,0.9930556253042602,,9.1875
,,genEL3130_nan_nan_nan_008_nan_2443_nan_11103,,0.00182683524830537,,245.5,0.9725802013798884,,9.1875
,,genEL3130_nan_nan_nan_038_nan_nan_-097_00,,0.0029411764705882353,,,0.8716534927093224,-1.8333333333333333,9.1875
31.75,,genEL3131_14305_nan_nan_054_nan_10_nan_nan,,0.025573371219809213,,3.0,0.824458886496565,,
14.25,,genEL3131_1678_nan_989_nan_nan_nan_-097_nan,10.0,,,,0.9999213094832178,-1.8333333333333333,
,1.536,genEL3131_nan_146_211_061_nan_nan_nan_nan,2.0,0.6749816581071166,,,0.9742889589360935,,
,,genEL3131_nan_nan_433_nan_959_nan_nan_22205,8.0,,22.779334429765022,,0.9272251440271679,,9.1875
,,genEL3131_nan_nan_nan_008_nan_2443_nan_13878,,0.030191317612661285,,2212.0,0.9776431969602781,,9.1875
,,genEL3131_nan_nan_nan_038_nan_nan_-097_2776,,0.0,,,0.8705768250149377,-1.8333333333333333,9.1875
441.75,,genEL3132_14305_nan_nan_054_nan_3576_nan_nan,,0.03588826305373725,,8.5,0.826965709572041,,
35.75,,genEL3132_1678_nan_989_nan_nan_nan_081_nan,10.0,,,,0.9997959932311076,-1.8333333333333333,
,1.994,genEL3132_nan_146_211_069_nan_nan_nan_nan,7.0,0.6894687353079455,,,0.9727668092470952,,
,,genEL3132_nan_nan_433_nan_959_nan_nan_24981,2.0,,19.540941920327842,,0.9446243821458298,,9.1875
,,genEL3132_nan_nan_nan_008_nan_2443_nan_16654,,0.031228479101552152,,347.25,0.9819041002932535,,9.1875
,,genEL3132_nan_nan_nan_038_nan_nan_-097_5551,,0.03958090803259604,,,0.8838142075474335,-1.8333333333333333,9.1875
363.0,,genEL3133_14305_nan_nan_054_nan_7052_nan_nan,,0.1018898931799507,,70.75,0.8498725469712379,,
132.5,,genEL3133_1678_nan_989_nan_nan_nan_259_nan,19.0,,,,0.9955525496251383,-1.8333333333333333,
,1.147,genEL3133_nan_146_211_nan_154_nan_nan_nan,2.0,,1.6991441710542114,,0.9844414828776615,,
,,genEL3133_nan_nan_433_nan_1161_10_nan_nan,12.0,,21.083085885507188,5.75,0.946885451391176,,
,,genEL3133_nan_nan_nan_008_nan_2443_nan_1943,,0.002360333636349138,,1911.5,0.9683918297125595,,9.1875
,,genEL3133_nan_nan_nan_038_nan_nan_-097_8327,,0.11190476190476191,,,0.9081885652225925,-1.8333333333333333,9.1875
360.0,,genEL3134_14305_nan_nan_054_nan_10527_nan_nan,,0.12596153846153846,,104.0,0.8580730144220715,,
1498.0,,genEL3134_1678_nan_989_nan_nan_nan_437_nan,2.0,,,,0.989122978611751,-1.8333333333333333,
,1.324,genEL3134_nan_146_211_nan_355_nan_nan_nan,3.0,,2.045192358311733,,0.9853238585261205,,
,,genEL3134_nan_nan_433_nan_1161_3576_nan_nan,4.0,,11.104539624303817,70.75,0.9971216312611031,,
,,genEL3134_nan_nan_nan_008_nan_2443_nan_22205,,0.15347638288978682,,261.25,0.9732406241643144,,9.1875
,,genEL3134_nan_nan_nan_038_nan_nan_-097_11103,,0.04669437098602191,,,0.8857825675266952,-1.8333333333333333,9.1875
185.0,,genEL3135_14305_nan_nan_054_nan_14003_nan_nan,,0.041993464052287585,,231.5,0.8301955680614996,,
4780.0,,genEL3135_1678_nan_989_nan_nan_nan_615_nan,3.0,,,,0.9729317077692683,-1.8333333333333333,
,2.803,genEL3135_nan_146_211_nan_557_nan_nan_nan,2.0,,5.533119320847971,,0.9367972314399762,,
,,genEL3135_nan_nan_433_nan_1161_7052_nan_nan,5.0,,11.753221823901828,419.0,0.9981960667430811,,
,,genEL3135_nan_nan_nan_008_nan_2443_nan_24981,,0.008571428571428572,,21.75,0.97325579835309,,9.1875
,,genEL3135_nan_nan_nan_038_nan_nan_-097_13878,,0.07637231503579953,,,0.8956515949629942,-1.8333333333333333,9.1875
150.0,,genEL3136_14305_nan_nan_054_nan_17479_nan_nan,,0.05177993527508091,,156.25,0.833862583876461,,
4780.0,,genEL3136_1678_nan_989_nan_nan_nan_792_nan,3.0,,,,0.9728895881380935,-1.8333333333333333,
,1.958,genEL3136_nan_146_211_nan_758_nan_nan_nan,3.0,,7.374630124409407,,0.9752027797247054,,
,,genEL3136_nan_nan_433_nan_1161_10527_nan_nan,5.0,,11.753221823901828,419.0,0.9982730994648079,,
,,genEL3136_nan_nan_nan_008_nan_27906_-097_nan,,0.15347638288978682,,261.25,0.9749480081484373,-1.8333333333333333,
,,genEL3136_nan_nan_nan_038_nan_nan_-097_16654,,0.008250985212379982,,,0.8722554819933963,-1.8333333333333333,9.1875
